Fbtid,chromosome,start,end,name,length,fam_length,gapRate,seqID,divergence,family,gc
FBti0062408,2R,1425205,1425923,G4{}4347,719,3856,81.38%,95.26%,0.04173,G4,35.3200883002208
FBti0062576,2R,663006,667772,G4{}4515,4767,3856,47.14%,95.64%,0.025923,G4,37.8657995861661
FBti0062692,2L,20174355,20174385,G4{}4631,31,3856,99.20%,96.77%,0.03362,G4,31.3116370808679
FBti0063256,3R,964746,964834,G4{}5195,89,3856,97.69%,98.88%,0.01197,G4,42.9597701149425
FBti0019849,2L,21927442,21928526,G4{}520,1085,3856,72.19%,95.53%,0.017098,G4,37.1271076523995
FBti0019851,2L,22090956,22091380,G4{}526,425,3856,89.04%,95.04%,0.021138,G4,39.6039603960396
FBti0063500,X,20256681,20256742,G4{}5439,62,3856,98.39%,96.77%,0.03476,G4,43.4044616876819
FBti0019877,2L,22342755,22342967,G4{}570,213,3856,94.48%,97.65%,0,G4,38.4267631103074
FBti0063936,3L,23504758,23505325,G4{}5875,568,3856,85.27%,97.01%,0.02022,G4,36.1652377240842
FBti0063937,3L,23577608,23579926,G4{}5876,2319,3856,40.89%,96.73%,0.000996,G4,33.7424733672997
FBti0063938,3L,23582404,23582456,G4{}5877,53,3856,98.63%,98.11%,0.02036,G4,32.3586744639376
FBti0064077,2R,790707,791944,G4{}6016,1238,3856,67.96%,95.79%,0.029538,G4,35.248687055916
FBti0059801,3R,2886387,2886453,G5A{}1740,67,2841,97.68%,90.91%,0.0824209,G5A,36.5924491771539
FBti0060088,X,21494893,21495635,G5A{}2027,743,2841,74.25%,96.73%,0.031216,G5A,45.0437317784257
FBti0060448,3L,23802509,23802801,G5A{}2387,293,2841,89.84%,93.43%,0.00238374,G5A,46.8586387434555
FBti0060449,3L,23812945,23814520,G5A{}2388,1576,2841,45.78%,92.85%,0.057335,G5A,47.0357941834452
FBti0060590,2L,22290154,22290463,G5A{}2529,310,2841,89.21%,68.73%,0.412918,G5A,44.1558441558442
FBti0060736,3L,11830865,11831059,G5A{}2675,195,2841,93.36%,93.12%,0.0600198,G5A,38.6508659981768
FBti0060866,2L,15204079,15204156,G5A{}2805,78,2841,97.29%,93.51%,0.0257137,G5A,40.9244102070294
FBti0061115,X,5767700,5767899,G5A{}3054,200,2841,93.22%,95.34%,0.0357958,G5A,44.6566621191451
FBti0061321,3L,23032322,23032788,G5A{}3260,467,2841,84.74%,94.75%,0.009457,G5A,38.7266828872668
FBti0061505,2R,20939202,20939377,G5A{}3444,176,2841,93.84%,96.00%,0.0315473,G5A,47.6540938362466
FBti0061613,X,6846149,6846306,G5A{}3552,158,2841,94.70%,96.69%,0.0278165,G5A,41.307371349096
FBti0061720,X,22124186,22126492,G5A{}3659,2307,2841,20.38%,91.54%,0.079415,G5A,43.7993497445425
FBti0061784,3R,26313,26821,G5A{}3723,509,2841,82.41%,96.41%,0.039614,G5A,37.1212121212121
FBti0062234,2L,21336255,21336284,G5A{}4173,30,2841,98.94%,93.33%,2.55E-06,G5A,41.6666666666667
FBti0062235,2L,21336291,21337335,G5A{}4174,1045,2841,63.41%,95.29%,0.035,G5A,38.1406044678055
FBti0062421,2R,1368149,1370213,G5A{}4360,2065,2841,35.92%,94.94%,0,G5A,44.5866141732283
FBti0062725,3L,23781167,23787080,G5A{}4664,5914,2841,62.34%,76.49%,0.316238,G5A,42.0374115267947
FBti0062852,2L,21650608,21650896,G5A{}4791,289,2841,89.83%,97.92%,0.02112,G5A,38.986013986014
FBti0063030,2R,8333970,8334022,G5A{}4969,53,2841,98.31%,91.67%,0.0713645,G5A,43.4697855750487
FBti0063158,3L,23308291,23308438,G5A{}5097,148,2841,94.90%,93.79%,0.04861,G5A,40.9133271202237
FBti0063161,3L,23330140,23330250,G5A{}5100,111,2841,96.35%,97.12%,2.53E-06,G5A,31.3270142180095
FBti0063300,3R,1380350,1380612,G5A{}5239,263,2841,91.73%,97.47%,0.0131254,G5A,43.8549955791335
FBti0063712,X,19560264,19560879,G5A{}5651,616,2841,78.70%,95.55%,0.039266,G5A,49.197247706422
FBti0063818,3R,1821362,1821511,G5A{}5757,150,2841,95.02%,95.77%,0.0348472,G5A,41.2284783620289
FBti0063940,3L,23602368,23603846,G5A{}5879,1479,2841,49.27%,90.78%,0.075936,G5A,43.7607820586544
FBti0063994,X,2320038,2320467,G5A{}5933,430,2841,85.15%,95.04%,0.051931,G5A,42.2807739810622
FBti0064254,2R,13033520,13033680,G5A{}6193,161,2841,94.85%,89.12%,0.102359,G5A,41.3425925925926
FBti0020215,3L,22970053,22970227,G5{}1104,175,4856,96.40%,97.71%,0.02037,G5,37.5919117647059
FBti0020310,3R,1652491,1655641,G5{}1227,3151,4856,35.52%,96.91%,0.027491,G5,45.3398058252427
FBti0020329,3R,7394077,7394350,G5{}1291,274,4856,94.36%,98.18%,0.01481,G5,41.4870215574131
FBti0020406,4,135510,136321,G5{}1484,812,4856,83.47%,97.89%,0.010114,G5,37.8512984702953
FBti0059838,3L,23601656,23602367,G5{}1777,712,4856,85.93%,78.75%,0.04124,G5,41.3716814159292
FBti0060073,2L,22091734,22092623,G5{}2012,890,4856,82.37%,73.75%,0.120691,G5,40.0346020761246
FBti0060593,X,21839173,21839208,G5{}2532,36,4856,99.26%,100.00%,0,G5,33.4479371316306
FBti0060629,2L,22290554,22291130,G5{}2568,577,4856,88.21%,72.43%,0.10761,G5,44.0993788819876
FBti0061073,3L,23804368,23804825,G5{}3012,458,4856,90.93%,74.21%,0.03158,G5,41.6530944625407
FBti0061105,2R,3205333,3205383,G5{}3044,51,4856,98.95%,96.08%,0,G5,37.3170731707317
FBti0061435,2R,1525526,1526068,G5{}3374,543,4856,89.61%,74.02%,0.29968,G5,36.7033831628639
FBti0061718,2R,1165025,1169801,G5{}3657,4777,4856,2.32%,98.03%,0.015893,G5,47.0779220779221
FBti0061752,X,22122916,22123408,G5{}3691,493,4856,90.32%,73.94%,0,G5,45.6661316211878
FBti0062243,3R,11830037,11830135,G5{}4182,99,4856,97.96%,95.96%,0.00539,G5,34.65204957102
FBti0019787,2L,20112135,20112416,G5{}429,282,4856,94.39%,95.24%,0.03086,G5,42.8070175438597
FBti0062508,2R,1370217,1370929,G5{}4447,713,4856,85.46%,76.66%,0.06972,G5,41.2979351032448
FBti0019830,2L,21397182,21399884,G5{}492,2703,4856,44.40%,96.22%,0.025474,G5,43.2156529136538
FBti0019832,2L,21402755,21403071,G5{}494,317,4856,93.47%,97.16%,0.00633,G5,35.1036269430052
FBti0063096,2R,664473,664794,G5{}5035,322,4856,93.46%,97.48%,0.01978,G5,37.2253339077984
FBti0063146,3R,611227,611342,G5{}5085,116,4856,97.78%,96.30%,0.03907,G5,33.9952718676123
FBti0063237,3L,23249450,23249583,G5{}5176,134,4856,97.24%,72.39%,0.15726,G5,32.0524835988753
FBti0063239,3L,23251397,23253504,G5{}5178,2108,4856,59.00%,71.16%,0.150662,G5,41.1148977604674
FBti0019860,2L,22224744,22225070,G5{}545,327,4856,93.38%,96.89%,0.00997,G5,43.8950988822012
FBti0019866,2L,22300176,22304637,G5{}556,4462,4856,53.67%,71.73%,0.398588,G5,36.4860681114551
FBti0064257,2R,1828030,1828343,G5{}6196,314,4856,93.86%,75.59%,0.12431,G5,40.4236921746649
FBti0020289,3L,23192135,23193937,G6{}1178,1803,2042,11.70%,99.45%,0.001011,G6,44.3684210526316
FBti0059993,2R,905589,905939,G6{}1932,351,2042,83.78%,73.05%,0.32477,G6,45.9148936170213
FBti0060381,2R,2376354,2378391,G6{}2320,2038,2042,0.20%,99.71%,0.000988,G6,44.191231112212
FBti0060711,X,21582370,21586804,G6{}2650,4435,2042,53.96%,99.61%,0.002818,G6,47.8551445446068
FBti0061014,3L,23716149,23716191,G6{}2953,43,2042,97.89%,86.05%,0.05724,G6,38.894324853229
FBti0061835,3R,92388,92445,G6{}3774,58,2042,97.46%,90.38%,0,G6,40.0583373845406
FBti0062649,2L,20105899,20106460,G6{}4588,562,2042,74.14%,73.27%,0.593607,G6,47.109375
FBti0063210,2R,747760,749795,G6{}5149,2036,2042,3.19%,98.50%,0.009974,G6,45.8736059479554
FBti0019862,2L,22258692,22260733,G6{}549,2042,2042,0.00%,99.41%,0.003964,G6,49.4554455445545
FBti0064173,4,455850,455936,G6{}6112,87,2042,95.84%,88.24%,0.12741,G6,35.1390220517737
FBti0060071,2R,818180,818262,G7{}2010,83,1192,93.75%,86.67%,0,G7,49.3756003842459
FBti0060072,2R,818278,819469,G7{}2011,1192,1192,0.00%,100.00%,0.04521,G7,49.3575681604513
FBti0060074,2R,841232,842009,G7{}2013,778,1192,53.42%,95.85%,0,G7,43.3561397191214
FBti0062284,X,17139949,17140106,G7{}4223,158,1192,88.25%,80.99%,0.14658,G7,40.0370713623726
FBti0020398,4,11691,12255,GATE{}1474,565,8507,93.43%,98.75%,0,GATE,52.7691107644306
FBti0059704,2R,2326758,2334592,GATE{}1643,7835,8507,18.50%,94.07%,0.006802,GATE,47.3052674394956
FBti0059733,2R,1254993,1260139,GATE{}1672,5147,8507,44.38%,95.10%,0.012371,GATE,45.9277917716205
FBti0059758,4,4886,13244,GATE{}1697,8359,8507,13.31%,93.85%,0.007584,GATE,46.9202548754586
FBti0059774,2R,2157397,2175098,GATE{}1713,17702,8507,57.85%,88.42%,0.102418,GATE,46.4544946957007
FBti0059885,3L,23508481,23516321,GATE{}1824,7841,8507,18.62%,94.08%,0.021034,GATE,44.6544715447154
FBti0019683,X,21397783,21398021,GATE{}211,239,8507,97.28%,96.12%,0.01312,GATE,36.6279069767442
FBti0060347,2R,2336507,2336760,GATE{}2286,254,8507,97.15%,92.59%,0.02565,GATE,36.4403018197958
FBti0060985,3L,23660609,23665803,GATE{}2924,5195,8507,44.22%,95.09%,0.012638,GATE,42.704280155642
FBti0060986,3L,23661548,23661865,GATE{}2925,318,8507,96.30%,94.92%,0.01156,GATE,52.4611398963731
FBti0061092,2R,1143376,1143450,GATE{}3031,75,8507,99.12%,73.33%,0.35542,GATE,42.6711668273867
FBti0062911,2L,21543691,21544817,GATE{}4850,1127,8507,88.59%,89.77%,0.02432,GATE,39.4366197183099
FBti0063012,2L,2909337,2909363,GATE{}4951,27,8507,99.68%,100.00%,0.03471,GATE,38.6475814412636
FBti0063288,3L,23339586,23339737,GATE{}5227,152,8507,98.27%,72.11%,0.38992,GATE,37.2558139534884
FBti0063290,3L,23346680,23346893,GATE{}5229,214,8507,97.52%,70.62%,0.40845,GATE,39.6473779385172
FBti0064169,2R,889770,889816,GATE{}6108,47,8507,99.51%,90.48%,0.11511,GATE,39.7360703812317
FBti0019910,2R,1255948,1256232,GATE{}654,285,8507,96.69%,96.10%,0.00333,GATE,53.415061295972
FBti0019949,2R,2168126,2169946,GATE{}719,1821,8507,79.46%,96.25%,0.02216,GATE,45.7068062827225
FBti0019951,2R,2173709,2174270,GATE{}721,562,8507,93.47%,95.86%,0.03114,GATE,52.0109332292073
FBti0019963,2R,2333078,2333614,GATE{}740,537,8507,93.76%,98.12%,0.00177,GATE,53.1940063091483
FBti0059836,3L,23478628,23478738,G{}1775,111,4346,NA,NA,0.08737,G,35.781990521327
FBti0059837,3L,23593854,23595537,G{}1776,1684,4346,NA,NA,0.12279,G,43.6990765888104
FBti0019687,X,21403648,21404659,G{}215,1012,4346,NA,NA,0.16526,G,38.9110225763612
FBti0019711,X,21817013,21817293,G{}239,281,4346,NA,NA,0,G,40.7894736842105
FBti0060476,X,21790614,21791996,G{}2415,1383,4346,NA,NA,0,G,43.5245416913069
FBti0060485,X,21795910,21797292,G{}2424,1383,4346,NA,NA,0,G,43.4949733885275
FBti0060578,X,21800646,21801125,G{}2517,480,4346,NA,NA,0.0021,G,50.2824858757062
FBti0060579,X,21801624,21805752,G{}2518,4129,4346,NA,NA,0,G,48.9392950391645
FBti0060624,2L,22341392,22342050,G{}2563,659,4346,NA,NA,0.75613,G,43.0775018811136
FBti0060634,2R,1078892,1079744,G{}2573,853,4346,NA,NA,0.38404,G,39.9719495091164
FBti0061788,2R,474721,475545,G{}3727,825,4346,NA,NA,0.12694,G,47.2733711048159
FBti0062063,3L,23025503,23025818,G{}4002,316,4346,NA,NA,0.22694,G,39.9308556611927
FBti0019782,2L,20104936,20105422,G{}424,487,4346,NA,NA,0.28582,G,43.8455349959775
FBti0019789,2L,20150149,20151414,G{}431,1266,4346,NA,NA,0.07971,G,46.6319657072872
FBti0062873,2L,21557891,21558290,G{}4812,400,4346,NA,NA,0.69417,G,39.8248540450375
FBti0063094,2R,685036,685189,G{}5033,154,4346,NA,NA,0.14626,G,44.6353924756154
FBti0064136,2R,904962,905106,G{}6075,145,4346,NA,NA,0.77977,G,43.7966417910448
FBti0020238,3L,23118065,23118608,HB{}1127,544,1653,67.41%,87.78%,0.092815,HB,35.0235849056604
FBti0020262,3L,23362676,23362833,HB{}1151,158,1318,90.44%,95.57%,1.00E-10,HB,38.4508348794063
FBti0020266,3L,23362676,23362833,HB{}1155,158,1318,90.44%,95.57%,5.64E-07,HB,38.4508348794063
FBti0020294,3R,13445,15095,HB{}1183,1651,1318,0.60%,93.93%,0.007498,HB,38.2191780821918
FBti0020295,3R,48967,50107,HB{}1185,1141,1318,31.18%,90.43%,0.058772,HB,44.171974522293
FBti0020298,3R,340967,342458,HB{}1194,1492,1318,12.91%,91.19%,0.047935,HB,36.493841306216
FBti0020302,3R,385596,386581,HB{}1199,986,1318,41.31%,87.91%,0.092326,HB,37.1189279731993
FBti0020307,3R,1191091,1192712,HB{}1219,1622,1318,2.71%,94.30%,0.013961,HB,39.1052195526098
FBti0020313,3R,2965869,2966784,HB{}1242,916,1318,45.98%,92.34%,0.045665,HB,43.3619210977702
FBti0019636,X,14942025,14942634,HB{}134,610,1318,64.41%,89.90%,0.062252,HB,37.9072441548486
FBti0020424,4,533529,534764,HB{}1517,1236,6083,26.49%,91.34%,0.052442,HB,33.2921174652241
FBti0020435,4,868302,869700,HB{}1535,1399,6083,17.79%,92.16%,0.034478,HB,30.6650971159506
FBti0020439,4,1044512,1045389,HB{}1548,878,6083,47.16%,88.34%,0.046382,HB,36.2877997914494
FBti0020440,4,1096944,1097619,HB{}1552,676,6083,59.27%,89.17%,0.05331,HB,33.4205607476636
FBti0059666,3R,27713523,27722928,HB{}1605,9406,6083,82.69%,94.18%,0.020487,HB,36.750263065591
FBti0059863,3L,23547104,23547337,HB{}1802,234,6083,87.75%,80.58%,0.0884781,HB,35.4390681003584
FBti0059864,3L,23548432,23548570,HB{}1803,139,6083,91.66%,79.71%,0.108792,HB,31.0102899906455
FBti0059892,3R,3465886,3466255,HB{}1831,370,6083,78.86%,87.82%,0.0764498,HB,39.9746728577459
FBti0060241,3L,22066025,22066124,HB{}2180,100,6083,93.95%,90.00%,0.0589102,HB,36.9523809523809
FBti0060330,2L,21675224,21676457,HB{}2269,1234,6083,25.77%,88.46%,0.062685,HB,38.1497524752475
FBti0019699,X,21497979,21499276,HB{}227,1298,6083,24.24%,89.62%,0.058986,HB,45.4793689320388
FBti0019720,X,21860531,21861993,HB{}248,1463,6083,15.07%,89.03%,0.059942,HB,40.3468208092486
FBti0019748,X,22243764,22245336,HB{}276,1573,6083,8.20%,92.94%,0.023878,HB,35.2743561030235
FBti0060910,4,862368,863321,HB{}2849,954,6083,42.67%,87.79%,0.052243,HB,37.4534371825262
FBti0061129,X,14917199,14917703,HB{}3068,505,6083,69.92%,86.77%,0.112448,HB,33.1869009584665
FBti0061317,X,21911649,21912097,HB{}3256,449,6083,72.84%,88.64%,0.0216656,HB,34.5996732026144
FBti0061777,X,22082165,22082375,HB{}3716,211,6083,87.37%,89.47%,0.0682129,HB,42.8571428571429
FBti0061806,2R,554105,555537,HB{}3745,1433,6083,17.29%,88.90%,0.070892,HB,34.4114219114219
FBti0061970,4,1034587,1034710,HB{}3909,124,6083,92.50%,75.81%,0.279107,HB,29.2039566650966
FBti0062002,3L,23062846,23063777,HB{}3941,932,6083,45.30%,89.28%,0.065301,HB,34.9146757679181
FBti0062005,3L,23121951,23122683,HB{}3944,733,6083,56.35%,87.03%,0.063725,HB,33.7847730600293
FBti0062030,3L,17235704,17236276,HB{}3969,573,6083,65.74%,88.38%,0.050676,HB,41.3685847589425
FBti0062031,3L,17238142,17238838,HB{}3970,697,6083,59.03%,88.43%,0.058534,HB,35.4228486646884
FBti0062250,2L,21343477,21343574,HB{}4189,98,6083,94.14%,84.54%,0.121796,HB,32.602478551001
FBti0062474,X,22283875,22285379,HB{}4413,1505,6083,12.58%,90.84%,0.046222,HB,41.0102739726027
FBti0062635,4,1199911,1199972,HB{}4574,62,6083,96.31%,86.89%,0.165942,HB,37.3605046094129
FBti0062857,4,144663,145883,HB{}4796,1221,6083,27.28%,88.10%,0.06353,HB,37.9192546583851
FBti0019827,2L,21149263,21150422,HB{}482,1160,6083,31.66%,91.59%,0.049771,HB,36.5104496516783
FBti0019829,2L,21252366,21253197,HB{}484,832,6083,51.46%,87.44%,0.087637,HB,38.339222614841
FBti0063138,2R,645771,647045,HB{}5077,1275,6083,23.51%,93.85%,0.023142,HB,37.8436163714111
FBti0019844,2L,21673477,21675112,HB{}512,1636,6083,1.99%,94.16%,0.007868,HB,37.4312431243124
FBti0019845,2L,21705310,21706714,HB{}515,1405,6083,19.05%,88.67%,0.059847,HB,34.3419506462985
FBti0019848,2L,21911811,21913270,HB{}519,1460,6083,13.93%,91.25%,0.055125,HB,34.9045691150954
FBti0019850,2L,22087149,22088443,HB{}524,1295,6083,22.20%,90.31%,0.015891,HB,32.7063106796116
FBti0019852,2L,22115681,22117150,HB{}529,1470,6083,11.53%,92.36%,0.019749,HB,37.0028818443804
FBti0063471,4,944646,945004,HB{}5410,359,6083,78.43%,85.43%,0.116384,HB,33.969465648855
FBti0063502,X,20238964,20239207,HB{}5441,244,6083,86.20%,80.00%,0.190497,HB,43.4491978609626
FBti0063555,2L,21795827,21796192,HB{}5494,366,6083,78.52%,89.92%,0.0161752,HB,39.3401015228426
FBti0063556,2L,21826521,21827505,HB{}5495,985,6083,41.18%,89.46%,0.044975,HB,37.6340482573727
FBti0063751,2R,1536945,1537018,HB{}5690,74,6083,95.59%,83.56%,0.161754,HB,33.1403762662808
FBti0063754,2R,1537617,1537949,HB{}5693,333,6083,80.07%,83.94%,0.100335,HB,34.9485420240137
FBti0063757,2R,1538099,1538681,HB{}5696,583,6083,64.73%,89.02%,0,HB,35.7474825716499
FBti0063996,X,2247801,2247827,HB{}5935,27,6083,98.37%,96.30%,2.79E-06,HB,40.9180651530109
FBti0019918,2R,1398501,1402287,HB{}673,3787,6083,63.63%,87.11%,0.090387,HB,39.4573107500864
FBti0019919,2R,1408677,1409118,HB{}674,442,6083,73.26%,93.89%,0.028102,HB,32.6505530520279
FBti0019940,2R,1626600,1627505,HB{}703,906,6083,46.12%,88.28%,0.075438,HB,34.4578313253012
FBti0019973,2R,2876633,2878265,HB{}761,1633,7062,2.41%,92.67%,0.03583,HB,38.1332599118943
FBti0019605,X,8353872,8354475,HB{}86,604,7062,64.20%,91.76%,0.056074,HB,36.611601997695
FBti0019998,2R,20977379,20978403,HB{}887,1025,7062,38.58%,93.82%,0.018197,HB,37.8637566137566
FBti0020003,2R,21065871,21066213,HB{}892,343,7062,79.40%,95.60%,0.0214564,HB,34.7863247863248
FBti0019314,3R,2000950,2008169,HMS-Beagle2{}1232,7220,2959,0.00%,99.99%,0,HMS-Beagle2,41.8700509816683
FBti0060027,2R,828851,828926,HMS-Beagle2{}1966,76,2959,99.03%,81.43%,0.22637,HMS-Beagle2,38.5060240963855
FBti0060277,2R,2156247,2156582,HMS-Beagle2{}2216,336,2959,95.35%,98.81%,0.00882,HMS-Beagle2,38.8865096359743
FBti0060390,2L,22411294,22411721,HMS-Beagle2{}2329,428,2959,94.23%,87.53%,0.086492,HMS-Beagle2,39.3652102225886
FBti0019737,X,22083373,22090778,HMS-Beagle2{}265,7406,2959,2.56%,99.93%,0.000277,HMS-Beagle2,40.9206889219647
FBti0060875,2R,735986,740532,HMS-Beagle2{}2814,4547,2959,49.58%,73.86%,0.330345,HMS-Beagle2,42.9575313168347
FBti0061155,2L,22370069,22370174,HMS-Beagle2{}3094,106,2959,98.53%,92.45%,0.05871,HMS-Beagle2,38.8888888888889
FBti0061158,2L,22391073,22391139,HMS-Beagle2{}3097,67,2959,99.07%,83.58%,0.04236,HMS-Beagle2,44.5841392649903
FBti0062032,3L,17240316,17240438,HMS-Beagle2{}3971,123,2959,98.31%,72.13%,0.35626,HMS-Beagle2,37.8887841658812
FBti0062886,4,2022,2162,HMS-Beagle2{}4825,141,2959,98.05%,84.40%,0.112314,HMS-Beagle2,47.8504672897196
FBti0063232,2R,728975,736088,HMS-Beagle2{}5171,7114,2959,6.51%,98.82%,0.006046,HMS-Beagle2,41.0622188082958
FBti0063352,3L,23430702,23438033,HMS-Beagle2{}5291,7332,2959,3.54%,98.77%,0.006585,HMS-Beagle2,39.94640943194
FBti0019620,X,10990086,10997130,HMS-Beagle{}101,7045,2959,0.24%,99.93%,0,HMS-Beagle,40.734188412207
FBti0019635,X,12824666,12831722,HMS-Beagle{}116,7057,2959,0.07%,99.96%,0.000142,HMS-Beagle,39.8189045936396
FBti0019300,3R,871622,878666,HMS-Beagle{}1214,7045,2959,0.24%,99.93%,0,HMS-Beagle,41.1432994250332
FBti0019338,3R,4396255,4400833,HMS-Beagle{}1266,4579,2959,35.16%,100.00%,0,HMS-Beagle,39.1608391608392
FBti0060391,2L,22414091,22414518,HMS-Beagle{}2330,428,2959,94.98%,86.59%,0.00282806,HMS-Beagle,39.0766694146744
FBti0060479,X,4582401,4582661,HMS-Beagle{}2418,261,2959,96.63%,87.45%,0.102153,HMS-Beagle,35.6637168141593
FBti0060545,2L,22392259,22392702,HMS-Beagle{}2484,444,2959,94.40%,86.43%,0.0301564,HMS-Beagle,42.6699426699427
FBti0060547,2L,22394821,22395181,HMS-Beagle{}2486,361,2959,95.01%,85.55%,0.0373234,HMS-Beagle,50.5084745762712
FBti0060549,2L,22408490,22408847,HMS-Beagle{}2488,358,2959,95.70%,84.64%,0.0162622,HMS-Beagle,39.7370653095844
FBti0060551,2L,22409895,22410321,HMS-Beagle{}2490,427,2959,94.74%,86.10%,1.00E-10,HMS-Beagle,39.3151815181518
FBti0060565,2L,22412695,22413121,HMS-Beagle{}2504,427,2959,94.77%,86.56%,0.0108562,HMS-Beagle,39.3976897689769
FBti0060570,2L,22415470,22415824,HMS-Beagle{}2509,355,2959,96.02%,86.62%,0.00343823,HMS-Beagle,39.8470688190314
FBti0019545,X,2504473,2511532,HMS-Beagle{}26,7060,2959,0.14%,99.97%,0,HMS-Beagle,41.2959487802186
FBti0061163,2R,3666970,3667385,HMS-Beagle{}3102,416,2959,94.51%,82.52%,0.216403,HMS-Beagle,45.1345755693582
FBti0019130,2L,6991487,6998548,HMS-Beagle{}318,7062,2959,0.00%,100.00%,5.20E-05,HMS-Beagle,39.8631497627193
FBti0019143,2L,9973781,9980842,HMS-Beagle{}333,7062,2959,0.06%,99.96%,0.000142,HMS-Beagle,40.9447080896148
FBti0019154,2L,12558375,12565446,HMS-Beagle{}347,7072,2959,0.14%,99.89%,0.00085,HMS-Beagle,38.5404034836291
FBti0019185,2L,16512018,16519074,HMS-Beagle{}390,7057,2959,0.07%,99.97%,0,HMS-Beagle,39.9734982332156
FBti0062666,3L,23497119,23524794,HMS-Beagle{}4605,27676,2959,82.51%,88.49%,0.082843,HMS-Beagle,40.6854485408101
FBti0062914,3R,14022422,14022617,HMS-Beagle{}4853,196,2959,97.24%,86.15%,0.116769,HMS-Beagle,48.5193621867882
FBti0019265,2L,22370226,22376604,HMS-Beagle{}577,6379,2959,70.56%,85.84%,0.115888,HMS-Beagle,46.3953210790165
FBti0064056,2R,860814,861086,HMS-Beagle{}5995,273,2959,96.46%,79.68%,0.248814,HMS-Beagle,41.2411971830986
FBti0018921,2R,9989295,9996287,HMS-Beagle{}824,6993,2959,1.03%,99.93%,0.000429,HMS-Beagle,39.0458185053381
FBti0059936,X,12213863,12213900,HeT-A{}1875,38,7062,99.39%,94.59%,0.03921,HeT-A,45.2626411389298
FBti0060235,3L,9436038,9436374,HeT-A{}2174,337,7062,94.69%,82.41%,0.212522,HeT-A,33.2191780821918
FBti0062677,4,1277676,1277781,HeT-A{}4616,106,7062,98.27%,89.52%,0.047309,HeT-A,37.5059269796112
FBti0062678,4,1281301,1282136,HeT-A{}4617,836,7062,87.33%,84.70%,0.044683,HeT-A,40.5318002155947
FBti0062856,X,6143,10395,HeT-A{}4795,4253,7062,33.10%,85.49%,0.063566,HeT-A,41.5067178502879
FBti0062861,X,12874,18879,HeT-A{}4800,6006,7062,14.61%,84.93%,0.00345,HeT-A,40.1998750780762
FBti0062863,X,19126,19199,HeT-A{}4802,74,7062,99.03%,91.53%,0,HeT-A,35.4558610709117
FBti0063564,X,10396,10433,HeT-A{}5503,38,7062,99.42%,100.00%,0,HeT-A,37.9479626902307
FBti0063565,X,10434,12794,HeT-A{}5504,2361,7062,69.39%,81.76%,0.150985,HeT-A,36.7201834862385
FBti0072962,X,12795,12829,HeT-A{}6253,35,7062,99.62%,95.65%,0.0521,HeT-A,35.9390363815143
FBti0072963,X,12830,12873,HeT-A{}6254,44,7220,99.29%,100.00%,0,HeT-A,35.9765051395007
FBti0102097,X,4230,6142,HeT-A{}6256,1913,7220,71.80%,85.33%,0.001749,HeT-A,41.5644171779141
FBti0102105,4,1317972,1323863,HeT-A{}6262,5892,7220,16.08%,85.69%,0.002702,HeT-A,40.0230828417543
FBti0102108,4,1312085,1317932,HeT-A{}6265,5848,7220,14.71%,84.29%,0.003593,HeT-A,40.8742331288344
FBti0102109,4,1311609,1312084,HeT-A{}6266,476,7220,92.44%,86.12%,0.009524,HeT-A,36.4444444444444
FBti0102111,4,1305560,1311571,HeT-A{}6268,6012,7220,15.79%,86.09%,0.009208,HeT-A,40.866599292572
FBti0102112,4,1300716,1305559,HeT-A{}6269,4844,7220,26.67%,84.51%,0.010723,HeT-A,41.663013298261
FBti0102113,4,1298742,1300715,HeT-A{}6270,1974,7220,70.38%,82.67%,0,HeT-A,37.3269569594765
FBti0102117,4,1292823,1298662,HeT-A{}6274,5840,7220,14.31%,84.26%,0.000118,HeT-A,41.5859255481897
FBti0102119,4,1286266,1291835,HeT-A{}6276,5570,7220,12.71%,94.79%,0.056659,HeT-A,41.9870524507861
FBti0102120,4,1285200,1286265,HeT-A{}6277,1066,7220,83.68%,87.94%,0.011428,HeT-A,40.2741514360313
FBti0102121,4,1282156,1285199,HeT-A{}6278,3044,7220,61.54%,83.71%,0.012474,HeT-A,38.8382236320381
FBti0114507,4,1275840,1275859,HeT-A{}6281,20,2959,99.67%,95.00%,0.04522,HeT-A,33.3333333333333
FBti0114508,4,1276223,1276265,HeT-A{}6282,43,2959,99.29%,88.37%,0.13361,HeT-A,36.3369245837414
FBti0102106,4,1317956,1317971,HeT-Tag{}6263,16,2959,NA,NA,0,HeT-Tag,35.7142857142857
FBti0102107,4,1317933,1317955,HeT-Tag{}6264,23,2959,NA,NA,0,HeT-Tag,36.0574541852402
FBti0102110,4,1311572,1311608,HeT-Tag{}6267,37,2959,NA,NA,0.02252,HeT-Tag,35.7879234167894
FBti0102115,4,1298687,1298701,HeT-Tag{}6272,15,2959,NA,NA,0,HeT-Tag,36.0655737704918
FBti0102116,4,1298663,1298686,HeT-Tag{}6273,24,2959,NA,NA,0,HeT-Tag,35.8630952380952
FBti0102122,4,1282137,1282155,HeT-Tag{}6279,19,2959,NA,NA,0,HeT-Tag,40.3855659911023
FBti0102123,4,1278333,1278363,HeT-Tag{}6280,31,2959,NA,NA,0,HeT-Tag,34.2209072978304
